time              lon               lat               alt               heading           pitch             roll              vn                vh                ve                
12.58526848       -122.14016500     47.64146800       123.64123535      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001837        0.00000000        
12.61526912       -122.14016500     47.64146800       123.64123535      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001808        0.00000000        
12.81027328       -122.14016500     47.64146800       123.64123535      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001948        0.00000000        
13.00227738       -122.14016500     47.64146800       123.64123535      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001891        0.00000000        
13.19128141       -122.14016500     47.64146800       123.64123535      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001972        0.00000000        
13.20028160       -122.14016500     47.64146800       123.64123535      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001903        0.00000000        
13.38028544       -122.14016500     47.64146800       123.64123535      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001950        0.00000000        
13.57228954       -122.14016500     47.64146800       123.64123535      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001887        0.00000000        
13.59629005       -122.14016500     47.64146800       123.64123535      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001891        0.00000000        
13.78829414       -122.14016500     47.64146800       123.64123535      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001973        0.00000000        
13.80329446       -122.14016500     47.64146800       123.64123535      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001983        0.00000000        
14.00729882       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001895        0.00000000        
14.19330278       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001979        0.00000000        
14.37930675       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001905        0.00000000        
14.39130701       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001907        0.00000000        
14.58331110       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001950        0.00000000        
14.79331558       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001968        0.00000000        
14.88631757       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001896        0.00000000        
15.09032192       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001937        0.00000000        
15.29732634       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
15.48633037       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
15.67833446       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
15.86133837       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
16.05034240       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
16.07434291       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
16.28734746       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
16.50335206       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
16.51535232       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
16.69235610       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
16.88136013       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
17.06736410       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
17.08536448       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
17.25036800       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
