# time_s	timestamp_ns	latitude	longitude	altitude	vx	vy	vz
417.212836	1785413521481829632	47.64368085219906	-122.13850178281835	218.53634643554688	-0.0065832436084747314	-0.003015331458300352	2.9608676433563232
417.215262	1785413521481829632	47.64368085219906	-122.13850178281835	218.53634643554688	-0.0065832436084747314	-0.003015331458300352	2.9608676433563232
417.217302	1785413521481829632	47.64368085219906	-122.13850178281835	218.53634643554688	-0.0065832436084747314	-0.003015331458300352	2.9608676433563232
417.219319	1785413521481829632	47.64368085219906	-122.13850178281835	218.53634643554688	-0.0065832436084747314	-0.003015331458300352	2.9608676433563232
417.222412	1785413521502830080	47.643680851226435	-122.13850095550902	218.5363006591797	-0.0065832436084747314	-0.0030153412371873856	2.9608676433563232
417.227522	1785413521502830080	47.643680851226435	-122.13850095550902	218.5363006591797	-0.0065832436084747314	-0.0030153412371873856	2.9608676433563232
417.232605	1785413521502830080	47.643680851226435	-122.13850095550902	218.5363006591797	-0.0065832436084747314	-0.0030153412371873856	2.9608676433563232
417.237540	1785413521502830080	47.643680851226435	-122.13850095550902	218.5363006591797	-0.0065832436084747314	-0.0030153412371873856	2.9608676433563232
417.241680	1785413521523830528	47.64368085025381	-122.13850012819967	218.5362548828125	-0.006583241745829582	-0.0030153412371873856	2.9608676433563232
417.247514	1785413521523830528	47.64368085025381	-122.13850012819967	218.5362548828125	-0.006583241745829582	-0.0030153412371873856	2.9608676433563232
417.252781	1785413521523830528	47.64368085025381	-122.13850012819967	218.5362548828125	-0.006583241745829582	-0.0030153412371873856	2.9608676433563232
417.257890	1785413521523830528	47.64368085025381	-122.13850012819967	218.5362548828125	-0.006583241745829582	-0.0030153412371873856	2.9608676433563232
417.261906	1785413521544830976	47.64368084928117	-122.13849930089033	218.53619384765625	-0.006583238486200571	-0.0030153412371873856	2.9608676433563232
417.268038	1785413521544830976	47.64368084928117	-122.13849930089033	218.53619384765625	-0.006583238486200571	-0.0030153412371873856	2.9608676433563232
417.272168	1785413521544830976	47.64368084928117	-122.13849930089033	218.53619384765625	-0.006583238486200571	-0.0030153412371873856	2.9608676433563232
417.277292	1785413521544830976	47.64368084928117	-122.13849930089033	218.53619384765625	-0.006583238486200571	-0.0030153412371873856	2.9608676433563232
417.282550	1785413521544830976	47.64368084928117	-122.13849930089033	218.53619384765625	-0.006583238486200571	-0.0030153412371873856	2.9608676433563232
417.288015	1785413521565831424	47.64368084830852	-122.13849847358098	218.53614807128906	-0.00658323522657156	-0.0030153412371873856	2.9608676433563232
417.293307	1785413521565831424	47.64368084830852	-122.13849847358098	218.53614807128906	-0.00658323522657156	-0.0030153412371873856	2.9608676433563232
417.297923	1785413521565831424	47.64368084830852	-122.13849847358098	218.53614807128906	-0.00658323522657156	-0.0030153412371873856	2.9608676433563232
417.302479	1785413521565831424	47.64368084830852	-122.13849847358098	218.53614807128906	-0.00658323522657156	-0.0030153412371873856	2.9608676433563232
417.307999	1785413521586831872	47.64368084733588	-122.13849764627163	218.5360870361328	-0.006583231966942549	-0.0030153412371873856	2.9608676433563232
417.312573	1785413521586831872	47.64368084733588	-122.13849764627163	218.5360870361328	-0.006583231966942549	-0.0030153412371873856	2.9608676433563232
417.316647	1785413521586831872	47.64368084733588	-122.13849764627163	218.5360870361328	-0.006583231966942549	-0.0030153412371873856	2.9608676433563232
417.322680	1785413521586831872	47.64368084733588	-122.13849764627163	218.5360870361328	-0.006583231966942549	-0.0030153412371873856	2.9608676433563232
417.349356	1785413521628832768	47.64368084539057	-122.13849599165295	218.53598022460938	-0.006583218928426504	-0.0030153412371873856	2.9608676433563232
417.351269	1785413521628832768	47.64368084539057	-122.13849599165295	218.53598022460938	-0.006583218928426504	-0.0030153412371873856	2.9608676433563232
417.353776	1785413521628832768	47.64368084539057	-122.13849599165295	218.53598022460938	-0.006583218928426504	-0.0030153412371873856	2.9608676433563232
417.355792	1785413521628832768	47.64368084539057	-122.13849599165295	218.53598022460938	-0.006583218928426504	-0.0030153412371873856	2.9608676433563232
417.357704	1785413521628832768	47.64368084539057	-122.13849599165295	218.53598022460938	-0.006583218928426504	-0.0030153412371873856	2.9608676433563232
417.360214	1785413521628832768	47.64368084539057	-122.13849599165295	218.53598022460938	-0.006583218928426504	-0.0030153412371873856	2.9608676433563232
417.362764	1785413521628832768	47.64368084539057	-122.13849599165295	218.53598022460938	-0.006583218928426504	-0.0030153412371873856	2.9608676433563232
417.365808	1785413521628832768	47.64368084539057	-122.13849599165295	218.53598022460938	-0.006583218928426504	-0.0030153412371873856	2.9608676433563232
417.368834	1785413521649833216	47.6436808444179	-122.13849516434358	218.5359344482422	-0.006583212409168482	-0.0030153412371873856	2.9608676433563232
417.372851	1785413521649833216	47.6436808444179	-122.13849516434358	218.5359344482422	-0.006583212409168482	-0.0030153412371873856	2.9608676433563232
417.378004	1785413521649833216	47.6436808444179	-122.13849516434358	218.5359344482422	-0.006583212409168482	-0.0030153412371873856	2.9608676433563232
417.383198	1785413521649833216	47.6436808444179	-122.13849516434358	218.5359344482422	-0.006583212409168482	-0.0030153412371873856	2.9608676433563232
417.387211	1785413521649833216	47.6436808444179	-122.13849516434358	218.5359344482422	-0.006583212409168482	-0.0030153412371873856	2.9608676433563232
417.392226	1785413521670833664	47.643680843445225	-122.13849433703423	218.535888671875	-0.006583204492926598	-0.0030153412371873856	2.9608676433563232
417.397421	1785413521670833664	47.643680843445225	-122.13849433703423	218.535888671875	-0.006583204492926598	-0.0030153412371873856	2.9608676433563232
417.402239	1785413521670833664	47.643680843445225	-122.13849433703423	218.535888671875	-0.006583204492926598	-0.0030153412371873856	2.9608676433563232
417.408269	1785413521670833664	47.643680843445225	-122.13849433703423	218.535888671875	-0.006583204492926598	-0.0030153412371873856	2.9608676433563232
417.412321	1785413521691834112	47.64368084247255	-122.13849350972488	218.53582763671875	-0.006583194714039564	-0.0030153412371873856	2.9608676433563232
417.417876	1785413521691834112	47.64368084247255	-122.13849350972488	218.53582763671875	-0.006583194714039564	-0.0030153412371873856	2.9608676433563232
417.422434	1785413521691834112	47.64368084247255	-122.13849350972488	218.53582763671875	-0.006583194714039564	-0.0030153412371873856	2.9608676433563232
417.427723	1785413521691834112	47.64368084247255	-122.13849350972488	218.53582763671875	-0.006583194714039564	-0.0030153412371873856	2.9608676433563232
417.431739	1785413521712834560	47.64368084149986	-122.13849268241555	218.53578186035156	-0.006583184935152531	-0.0030153412371873856	2.9608676433563232
417.437850	1785413521712834560	47.64368084149986	-122.13849268241555	218.53578186035156	-0.006583184935152531	-0.0030153412371873856	2.9608676433563232
417.441867	1785413521712834560	47.64368084149986	-122.13849268241555	218.53578186035156	-0.006583184935152531	-0.0030153412371873856	2.9608676433563232
417.447962	1785413521712834560	47.64368084149986	-122.13849268241555	218.53578186035156	-0.006583184935152531	-0.0030153412371873856	2.9608676433563232
417.451977	1785413521733835008	47.64368084052716	-122.1384918551062	218.5357208251953	-0.006583175156265497	-0.0030153412371873856	2.9608676433563232
